        soln	      dist_x	        time	          pH	          pe	        C(4)	        N(3)	       Fe(2)	       Fe(3)	       Mn(2)	        S(6)	           P	          Cd	          Zn	          Pb	           C	      m_CaX2	      m_MgX2	       m_NaX	        m_KX	      m_AlX3	      m_CdX2	      m_ZnX2	      m_PbX2	
         114	    -11.3779	         730	     9.69061	    -3.80085	 1.1170e-005	 0.0000e+000	 4.8672e-003	 4.3234e-003	 2.2633e-005	 3.7577e-004	 9.8192e-005	 9.5973e-005	 2.6659e-004	 1.0664e-004	 1.1170e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         115	    -11.4786	         730	     9.81543	    -4.25589	 1.0957e-005	 0.0000e+000	 5.1074e-003	 4.0991e-003	 2.1650e-005	 3.7030e-004	 9.7311e-005	 9.5971e-005	 2.6658e-004	 1.0663e-004	 1.0957e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         116	    -11.5793	         730	      9.9541	    -4.75418	 1.0727e-005	 0.0000e+000	 5.3627e-003	 3.8614e-003	 2.0440e-005	 3.6390e-004	 9.6366e-005	 9.5968e-005	 2.6658e-004	 1.0663e-004	 1.0727e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         117	      -11.68	         730	     10.1119	    -5.31116	 1.0482e-005	 0.0000e+000	 5.6340e-003	 3.6094e-003	 1.8981e-005	 3.5651e-004	 9.5355e-005	 9.5966e-005	 2.6657e-004	 1.0663e-004	 1.0482e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         118	    -11.7807	         730	     10.2828	    -5.90754	 1.0219e-005	 0.0000e+000	 5.9276e-003	 3.3373e-003	 1.7246e-005	 3.4806e-004	 9.4275e-005	 9.7845e-005	 2.7179e-004	 1.0872e-004	 1.0219e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         119	    -11.8814	         730	     10.4986	    -6.64002	 9.9387e-006	 0.0000e+000	 6.2349e-003	 3.0541e-003	 1.5210e-005	 3.3847e-004	 9.3123e-005	 9.7842e-005	 2.7178e-004	 1.0871e-004	 9.9387e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         120	    -11.9821	         730	     10.7389	     -7.4458	 9.6383e-006	 0.0000e+000	 6.5618e-003	 2.7542e-003	 1.2841e-005	 3.2765e-004	 9.1897e-005	 9.7840e-005	 2.7178e-004	 1.0871e-004	 9.6383e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         121	    -12.0828	         730	     10.8599	    -7.85371	 9.3164e-006	 0.0000e+000	 6.7614e-003	 2.5849e-003	 1.0107e-005	 3.1548e-004	 9.0593e-005	 9.7838e-005	 2.7177e-004	 1.0871e-004	 9.3164e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         122	    -12.1834	         730	     10.8753	    -7.90633	 8.9713e-006	 0.0000e+000	 6.8297e-003	 2.5507e-003	 6.9772e-006	 3.0142e-004	 8.9210e-005	 9.7835e-005	 2.7176e-004	 1.0871e-004	 8.9713e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         123	    -12.2841	         730	     10.8837	    -7.93483	 8.5999e-006	 0.0000e+000	 6.8908e-003	 2.5280e-003	 3.4055e-006	 2.8520e-004	 8.7741e-005	 9.7833e-005	 2.7176e-004	 1.0870e-004	 8.5999e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         124	    -12.3848	         730	     10.8904	    -7.95687	 8.1998e-006	 0.0000e+000	 6.9520e-003	 2.5102e-003	 0.0000e+000	 2.6661e-004	 8.6185e-005	 9.7830e-005	 2.7175e-004	 1.0870e-004	 8.1999e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         125	    -12.4855	         730	     10.8968	    -7.97705	 7.7683e-006	 0.0000e+000	 7.0150e-003	 2.4961e-003	 0.0000e+000	 2.4583e-004	 8.4538e-005	 9.7828e-005	 2.7174e-004	 1.0870e-004	 7.7683e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         126	    -12.5862	         730	     10.9032	    -7.99662	 7.3025e-006	 0.0000e+000	 7.0820e-003	 2.4842e-003	 0.0000e+000	 2.2282e-004	 8.2797e-005	 9.7825e-005	 2.7174e-004	 1.0869e-004	 7.3026e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         127	    -12.6869	         730	       10.91	     -8.0168	 6.8000e-006	 0.0000e+000	 7.1542e-003	 2.4741e-003	 0.0000e+000	 1.9759e-004	 8.0957e-005	 9.7823e-005	 2.7173e-004	 1.0869e-004	 6.8002e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         128	    -12.7876	         730	     10.9173	    -8.03866	 6.2588e-006	 0.0000e+000	 7.2328e-003	 2.4654e-003	 0.0000e+000	 1.7013e-004	 7.9016e-005	 9.7821e-005	 2.7172e-004	 1.0869e-004	 6.2589e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         129	    -12.8883	         730	     10.9258	    -8.06352	 5.6758e-006	 0.0000e+000	 7.3192e-003	 2.4575e-003	 0.0000e+000	 1.4045e-004	 7.6968e-005	 9.7818e-005	 2.7172e-004	 1.0869e-004	 5.6760e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         130	     -12.989	         730	     10.9359	    -8.09353	 5.0449e-006	 0.0000e+000	 7.4152e-003	 2.4495e-003	 0.0000e+000	 1.0856e-004	 7.4809e-005	 9.7816e-005	 2.7171e-004	 1.0868e-004	 5.0451e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         131	    -13.0897	         730	      10.949	    -8.13324	 4.3520e-006	 0.0000e+000	 7.5238e-003	 2.4397e-003	 0.0000e+000	 7.4455e-005	 7.2536e-005	 9.7814e-005	 2.7170e-004	 1.0868e-004	 4.3523e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         132	    -13.1903	         730	      10.964	     -8.1903	 3.5711e-006	 0.0000e+000	 7.6880e-003	 2.3860e-003	 0.0000e+000	 3.8265e-005	 7.0147e-005	 1.0100e-004	 2.8055e-004	 1.1222e-004	 3.5716e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         133	     -13.291	         730	     11.2956	    -9.32132	 2.7381e-006	 0.0000e+000	 8.2038e-003	 1.9935e-003	 0.0000e+000	 3.9654e-011	 6.7631e-005	 9.5172e-005	 2.6437e-004	 1.0575e-004	 3.3118e-004	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         134	    -13.3917	         730	      11.778	     -11.955	 8.5469e-023	 0.0000e+000	 1.0152e-002	 1.8271e-004	 0.0000e+000	 1.5421e-028	 6.4985e-005	 9.5172e-005	 2.6437e-004	 1.0575e-004	 2.7146e-004	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         135	    -13.4924	         730	      11.791	    -12.0754	 3.9940e-025	 0.0000e+000	 1.0334e-002	 1.5420e-004	 0.0000e+000	 2.2939e-029	 6.2206e-005	 9.5172e-005	 2.6437e-004	 1.0575e-004	 8.6755e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         136	    -13.5931	         730	     11.8016	    -12.1268	 1.6192e-025	 0.0000e+000	 1.0508e-002	 1.4986e-004	 0.0000e+000	 1.2096e-029	 5.9286e-005	 9.5172e-005	 2.6437e-004	 1.0575e-004	 7.1175e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         137	    -13.6938	         730	     11.8126	     -12.174	 7.7640e-026	 0.0000e+000	 1.0699e-002	 1.4763e-004	 0.0000e+000	 7.1592e-030	 5.6222e-005	 9.5171e-005	 2.6437e-004	 1.0575e-004	 6.3333e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         138	    -13.7945	         730	     11.8243	    -12.2189	 4.1849e-026	 0.0000e+000	 1.0909e-002	 1.4719e-004	 0.0000e+000	 4.3627e-030	 5.3007e-005	 9.5171e-005	 2.6436e-004	 1.0575e-004	 5.9659e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         139	    -13.8952	         730	      11.837	    -12.2623	 2.5547e-026	 0.0000e+000	 1.1140e-002	 1.4839e-004	 0.0000e+000	 2.6749e-030	 4.9636e-005	 9.5171e-005	 2.6436e-004	 1.0575e-004	 6.0747e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         140	    -13.9959	         730	     11.8503	    -12.3045	 1.3182e-026	 0.0000e+000	 1.1394e-002	 1.5104e-004	 0.0000e+000	 1.7256e-030	 4.6102e-005	 9.5171e-005	 2.6436e-004	 1.0575e-004	 5.0160e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         141	    -14.0965	         730	     11.8645	    -12.3456	 8.0019e-027	 0.0000e+000	 1.1674e-002	 1.5520e-004	 0.0000e+000	 1.1423e-030	 4.2403e-005	 9.5171e-005	 2.6436e-004	 1.0575e-004	 4.7009e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         142	    -14.1972	         730	     11.8798	    -12.3868	 5.4168e-027	 0.0000e+000	 1.1982e-002	 1.6105e-004	 0.0000e+000	 7.4205e-031	 3.8527e-005	 9.5171e-005	 2.6436e-004	 1.0575e-004	 4.7852e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         143	    -14.2979	         730	     11.8958	    -12.4273	 3.2046e-027	 0.0000e+000	 1.2320e-002	 1.6847e-004	 0.0000e+000	 5.0545e-031	 3.4472e-005	 9.5171e-005	 2.6436e-004	 1.0575e-004	 4.1400e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         144	    -14.3986	         730	     11.9118	    -12.4661	 1.6917e-027	 0.0000e+000	 1.2693e-002	 1.7716e-004	 0.0000e+000	 4.0436e-031	 3.0235e-005	 9.5171e-005	 2.6436e-004	 1.0575e-004	 3.0903e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         145	    -14.4993	         730	      11.929	    -12.5054	 1.3702e-027	 0.0000e+000	 1.3103e-002	 1.8800e-004	 0.0000e+000	 3.0942e-031	 2.5811e-005	 9.5171e-005	 2.6436e-004	 1.0575e-004	 3.4794e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         146	       -14.6	         730	     11.9504	    -12.5509	 1.2949e-027	 0.0000e+000	 1.3549e-002	 2.0362e-004	 0.0000e+000	 1.2730e-031	 2.1178e-005	 9.5171e-005	 2.6436e-004	 1.0575e-004	 4.6544e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	


           1	           0	        1095	     10.6161	    -7.65168	 1.0094e-005	 0.0000e+000	 6.3248e-003	 5.6559e-004	 1.2005e-004	 4.4939e-004	 9.0472e-005	 2.2779e-004	 4.1325e-003	 1.3923e-003	 1.0094e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.5300e-021	 9.0967e-004	 1.2238e-005	 5.9828e-006	
           2	    -0.10069	        1095	      10.617	    -7.65299	 1.0100e-005	 0.0000e+000	 6.3313e-003	 5.6879e-004	 1.1443e-004	 4.4575e-004	 9.0503e-005	 2.2717e-004	 4.1326e-003	 1.3924e-003	 1.0100e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.5434e-021	 9.1036e-004	 1.2263e-005	 5.9926e-006	
           3	   -0.201379	        1095	     10.6179	    -7.65438	 1.0103e-005	 0.0000e+000	 6.3357e-003	 5.7163e-004	 1.0874e-004	 4.4126e-004	 9.0497e-005	 2.2646e-004	 4.1327e-003	 1.3924e-003	 1.0103e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.5606e-021	 9.1113e-004	 1.2293e-005	 6.0054e-006	
           4	   -0.302069	        1095	     10.5462	    -7.57607	 1.0120e-005	 0.0000e+000	 6.5177e-003	 4.0752e-004	 1.0346e-004	 4.3638e-004	 9.0623e-005	 2.1134e-004	 4.6046e-003	 1.5503e-003	 1.0120e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.1098e-020	 1.0577e-003	 1.9096e-005	 9.6195e-006	
           5	   -0.402759	        1095	     10.5686	    -7.60311	 1.0123e-005	 0.0000e+000	 6.4870e-003	 4.4627e-004	 9.7567e-005	 4.3212e-004	 9.0621e-005	 2.1279e-004	 4.5880e-003	 1.5439e-003	 1.0123e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 9.2339e-021	 1.0499e-003	 1.8036e-005	 9.0166e-006	
           6	   -0.503448	        1095	     10.5695	    -7.60433	 1.0130e-005	 0.0000e+000	 6.4952e-003	 4.4882e-004	 9.1658e-005	 4.2889e-004	 9.0655e-005	 2.1215e-004	 4.5880e-003	 1.5439e-003	 1.0130e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 9.2620e-021	 1.0506e-003	 1.8075e-005	 9.0331e-006	
           7	   -0.604138	        1095	       10.57	    -7.60519	 1.0137e-005	 0.0000e+000	 6.5042e-003	 4.5092e-004	 8.5784e-005	 4.2638e-004	 9.0691e-005	 2.1146e-004	 4.5879e-003	 1.5439e-003	 1.0137e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 9.3053e-021	 1.0513e-003	 1.8128e-005	 9.0575e-006	
           8	   -0.704828	        1095	     10.5636	    -7.59739	 1.0146e-005	 0.0000e+000	 6.5252e-003	 4.4170e-004	 8.0145e-005	 4.2446e-004	 9.0739e-005	 2.1048e-004	 4.5782e-003	 1.5411e-003	 1.0146e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 9.9142e-021	 1.0504e-003	 1.8366e-005	 9.1960e-006	
           9	   -0.805517	        1095	     6.85541	     12.0542	 1.0153e-005	 9.3906e-014	 4.4163e-010	 6.9767e-003	 7.5208e-005	 4.2511e-004	 9.0771e-005	 9.9863e-006	 2.7145e-005	 8.3073e-006	 1.0153e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 2.3874e-005	 1.2510e-003	 4.5696e-003	 1.5421e-003	
          10	   -0.906207	        1095	     6.85238	     12.1123	 1.0162e-005	 7.6577e-014	 3.9345e-010	 6.9884e-003	 6.9245e-005	 4.2343e-004	 9.0811e-005	 9.2238e-006	 2.5074e-005	 7.6659e-006	 1.0162e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 2.6878e-005	 1.2519e-003	 4.5719e-003	 1.5428e-003	
          11	     -1.0069	        1095	     6.84928	       12.16	 1.0170e-005	 6.6310e-014	 3.5921e-010	 7.0010e-003	 6.2630e-005	 4.2105e-004	 9.0851e-005	 8.3735e-006	 2.2766e-005	 6.9523e-006	 1.0170e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 3.0809e-005	 1.2528e-003	 4.5743e-003	 1.5436e-003	
          12	    -1.10759	        1095	     6.84608	     12.2623	 1.0178e-005	 4.5191e-014	 2.8935e-010	 7.0145e-003	 5.5332e-005	 4.1822e-004	 9.0892e-005	 7.4308e-006	 2.0208e-005	 6.1633e-006	 1.0178e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 3.6118e-005	 1.2538e-003	 4.5770e-003	 1.5445e-003	
          13	    -1.20828	        1095	     6.85665	     13.6403	 1.0187e-005	 5.5287e-017	 1.1428e-011	 7.0290e-003	 4.7256e-005	 4.1459e-004	 9.0934e-005	 6.3575e-006	 1.7327e-005	 5.2853e-006	 1.0187e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 4.0077e-005	 1.2550e-003	 4.5800e-003	 1.5455e-003	
          14	    -1.30897	        1095	     10.5661	    -7.60149	 1.0197e-005	 0.0000e+000	 6.5919e-003	 4.5335e-004	 3.8312e-005	 4.0910e-004	 9.0983e-005	 2.0522e-004	 4.5786e-003	 1.5414e-003	 1.0197e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.0381e-020	 1.0562e-003	 1.8856e-005	 9.4319e-006	
          15	    -1.40965	        1095	     10.5669	    -7.60266	 1.0206e-005	 0.0000e+000	 6.6047e-003	 4.5614e-004	 2.9754e-005	 4.0568e-004	 9.1026e-005	 2.0415e-004	 4.5787e-003	 1.5414e-003	 1.0206e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.0461e-020	 1.0574e-003	 1.8950e-005	 9.4762e-006	
          16	    -1.51034	        1095	     10.5674	    -7.60337	 1.0215e-005	 0.0000e+000	 6.6185e-003	 4.5837e-004	 2.0977e-005	 4.0311e-004	 9.1071e-005	 2.0295e-004	 4.5786e-003	 1.5414e-003	 1.0215e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.0569e-020	 1.0586e-003	 1.9069e-005	 9.5343e-006	
          17	    -1.61103	        1095	      6.8991	     13.7656	 1.0224e-005	 3.7454e-018	 6.7609e-012	 7.0930e-003	 1.1636e-005	 4.0291e-004	 9.1111e-005	 1.6140e-006	 4.4412e-006	 1.3571e-006	 1.0224e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.1328e-004	 1.2600e-003	 4.5933e-003	 1.5497e-003	
          18	    -1.71172	        1095	     6.93199	     13.7708	 1.0234e-005	 2.2912e-018	 5.5370e-012	 7.1113e-003	 2.0179e-011	 4.0114e-004	 9.1157e-005	 3.6120e-012	 1.0001e-011	 3.0710e-012	 1.0234e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.8391e-004	 1.2617e-003	 4.5979e-003	 1.5511e-003	
          19	    -1.81241	        1095	     6.93371	     13.7701	 1.0243e-005	 1.9893e-018	 5.4963e-012	 7.1191e-003	 8.8508e-012	 3.9831e-004	 9.1204e-005	 1.9277e-012	 5.3391e-012	 1.6396e-012	 1.0243e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.8543e-004	 1.2618e-003	 4.5979e-003	 1.5511e-003	
          20	     -1.9131	        1095	     10.5701	    -7.60726	 1.0254e-005	 0.0000e+000	 6.6606e-003	 4.6758e-004	 2.8527e-007	 3.9411e-004	 9.1258e-005	 2.0085e-004	 4.5787e-003	 1.5416e-003	 1.0254e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.0716e-020	 1.0610e-003	 1.9228e-005	 9.6016e-006	
          21	    -2.01379	        1095	     10.5711	    -7.60876	 1.0264e-005	 0.0000e+000	 6.6665e-003	 4.7018e-004	 2.3965e-007	 3.9200e-004	 9.1307e-005	 2.0133e-004	 4.5789e-003	 1.5416e-003	 1.0265e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.0640e-020	 1.0605e-003	 1.9144e-005	 9.5547e-006	
          22	    -2.11448	        1095	     6.93736	     13.7675	 1.0274e-005	 1.7153e-018	 5.4316e-012	 7.1444e-003	 1.7109e-011	 3.9184e-004	 9.1350e-005	 3.1475e-012	 8.7217e-012	 2.6790e-012	 1.0274e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.8749e-004	 1.2619e-003	 4.5980e-003	 1.5512e-003	
          23	    -2.21517	        1095	      6.9382	     13.7665	 1.0285e-005	 1.7118e-018	 5.4233e-012	 7.1532e-003	 3.1751e-012	 3.9044e-004	 9.1400e-005	 1.0785e-012	 2.9886e-012	 9.1810e-013	 1.0285e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.8917e-004	 1.2619e-003	 4.5980e-003	 1.5513e-003	
          24	    -2.31586	        1095	     6.93957	     13.7653	 1.0295e-005	 1.7116e-018	 5.4029e-012	 7.1626e-003	 6.6799e-012	 3.8810e-004	 9.1450e-005	 1.5969e-012	 4.4258e-012	 1.3598e-012	 1.0295e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.8964e-004	 1.2620e-003	 4.5980e-003	 1.5513e-003	
          25	    -2.41655	        1095	     10.5753	    -7.61456	 1.0307e-005	 0.0000e+000	 6.6927e-003	 4.8060e-004	 2.6895e-009	 3.8463e-004	 9.1508e-005	 2.0318e-004	 4.5791e-003	 1.5419e-003	 1.0307e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.0344e-020	 1.0588e-003	 1.8821e-005	 9.3723e-006	
          26	    -2.51724	        1095	     10.5763	    -7.61591	 1.0318e-005	 0.0000e+000	 6.7000e-003	 4.8316e-004	 2.5160e-009	 3.8320e-004	 9.1561e-005	 2.0365e-004	 4.5791e-003	 1.5420e-003	 1.0318e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.0273e-020	 1.0584e-003	 1.8743e-005	 9.3280e-006	
          27	    -2.61793	        1095	     6.94285	     13.7613	 1.0329e-005	 1.7215e-018	 5.3713e-012	 7.1923e-003	 6.0095e-011	 3.8365e-004	 9.1610e-005	 9.5332e-012	 2.6428e-011	 8.1243e-012	 1.0329e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.8936e-004	 1.2620e-003	 4.5978e-003	 1.5513e-003	
          28	    -2.71862	        1095	     6.94364	       13.76	 1.0340e-005	 1.7273e-018	 5.3716e-012	 7.2027e-003	 2.5860e-011	 3.8313e-004	 9.1669e-005	 4.4468e-012	 1.2327e-011	 3.7905e-012	 1.0340e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.9116e-004	 1.2620e-003	 4.5977e-003	 1.5513e-003	
          29	    -2.81931	        1095	     10.5909	    -7.63682	 1.0349e-005	 0.0000e+000	 6.7150e-003	 4.9610e-004	 1.2039e-010	 3.8177e-004	 9.1695e-005	 2.0047e-004	 4.8011e-003	 1.6137e-003	 1.0349e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 9.3448e-021	 1.1190e-003	 2.0525e-005	 1.0178e-005	
          30	       -2.92	        1095	     10.5919	    -7.63817	 1.0360e-005	 0.0000e+000	 6.7231e-003	 4.9889e-004	 1.1286e-010	 3.8089e-004	 9.1753e-005	 2.0093e-004	 4.8011e-003	 1.6137e-003	 1.0361e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 9.2724e-021	 1.1185e-003	 2.0439e-005	 1.0129e-005	
          31	    -3.02069	        1095	      7.0053	     13.6831	 1.0372e-005	 1.6696e-018	 4.4937e-012	 7.2323e-003	 2.4259e-011	 3.8044e-004	 9.1804e-005	 3.8867e-012	 1.0909e-011	 3.3962e-012	 1.0372e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.3244e-004	 1.3194e-003	 4.8215e-003	 1.6238e-003	
          32	    -3.12138	        1095	     7.00654	      13.681	 1.0383e-005	 1.6762e-018	 4.4889e-012	 7.2434e-003	 8.4377e-012	 3.7965e-004	 9.1860e-005	 1.6598e-012	 4.6590e-012	 1.4510e-012	 1.0383e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.3356e-004	 1.3194e-003	 4.8214e-003	 1.6238e-003	
          33	    -3.22207	        1095	     7.00794	     13.6789	 1.0395e-005	 1.6826e-018	 4.4814e-012	 7.2547e-003	 1.2368e-012	 3.7862e-004	 9.1916e-005	 6.4552e-013	 1.8121e-012	 5.6460e-013	 1.0395e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.3440e-004	 1.3194e-003	 4.8214e-003	 1.6238e-003	
          34	    -3.32276	        1095	     7.00945	     13.6767	 1.0407e-005	 1.6888e-018	 4.4719e-012	 7.2663e-003	 4.3847e-013	 3.7740e-004	 9.1971e-005	 5.3203e-013	 1.4937e-012	 4.6558e-013	 1.0407e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.3468e-004	 1.3194e-003	 4.8213e-003	 1.6238e-003	
          35	    -3.42345	        1095	     7.01111	     13.6743	 1.0419e-005	 1.6949e-018	 4.4600e-012	 7.2782e-003	 3.3052e-013	 3.7598e-004	 9.2028e-005	 5.1542e-013	 1.4474e-012	 4.5131e-013	 1.0419e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.3485e-004	 1.3194e-003	 4.8212e-003	 1.6238e-003	
          36	    -3.52414	        1095	     10.5989	    -7.64737	 1.0432e-005	 0.0000e+000	 6.7734e-003	 5.1740e-004	 3.9831e-008	 3.7427e-004	 9.2091e-005	 2.0391e-004	 4.8013e-003	 1.6139e-003	 1.0432e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 8.8012e-021	 1.1155e-003	 1.9886e-005	 9.8148e-006	
